Unnamed: 0,Datetime,Tweet Id,Text,Username,Translated_Comment,Sentiment,nb_sentiment,Sentiment_GBM,gbm_sentiment,mlp_sentiment
412,2022-03-07 08:41:40+00:00,1500753537420398595,"#ExitPoll Results 2022 For UP, Punjab, Goa, Manipur, Uttarakhand: When and Where to Watch?

#UttarPradeshElections2022 #uttarakhandElections #ManipurElections2022 #GoaElections2022 #PunjabElections 
https://t.co/e71goAjSuA",Oneindia,"Results 2022 For UP, Punjab, Goa, Manipur, Uttarakhand: When and Where to Watch?",0,0,1,0,0
413,2022-03-07 08:15:31+00:00,1500746954166386689,"#ManipurElections2022 | The decision for repoll in two districts of #Ukhrul and #Senapati was taken following reports of violence on the day of polling on Saturday, where 22 assembly constituencies voted in Phase 2

#Manipur #ManipurElections https://t.co/YSoFDN4Uan",EastMojo,"| The decision for repoll in two districts of  and  was taken following reports of violence on the day of polling on Saturday, where 22 assembly constituencies voted in Phase 2",0,0,1,0,0
414,2022-03-07 08:05:31+00:00,1500744438695731206,"Results of 5 states assemblies Election will Decide the Future of #JammuKashmir what will says #10March
 #UPElection2022 #GoaElections2022 ￼ #PunjabElections2022 ￼ #UttrakhandElections2022
#ManipurElections2022 ￼",ShahnawazAyoub5,"Results of 5 states assemblies Election will Decide the Future of  what will says 
   ￼  ￼ 
 ￼",0,0,1,0,0
415,2022-03-07 07:50:10+00:00,1500740574546071553,"आज शाम 6 बजे से देश का सबसे बड़ा EXIT POLL लगातार सिर्फ #ZeeSalaam पर  

#ZeeExitPoll | #UttarPradeshElections2022 | #PunjabElections | #GoaElections2022 | #uttarakhandElections | #ManipurElections2022 | 

For More Updates - https://t.co/pRLsjmUowd https://t.co/sNkemv1wYG",zeesalaamtweet,"आज शाम 6 बजे से देश का सबसे बड़ा EXIT POLL लगातार सिर्फ  पर  

 |  |  |  |  |  | 

For More Updates -  ",1,0,2,1,1
416,2022-03-07 07:40:43+00:00,1500738198938734594,"The polling will begin from 7 am and conclude by 4 pm, in accordance with the Commission’s instruction
@CeoManipur @ECISVEEP #ManipurElections2022 #Manipur #RePoll #PollingBooths
https://t.co/9x7NHRFng8",time8news,"The polling will begin from 7 am and conclude by 4 pm, in accordance with the Commission’s instruction
@CeoManipur @ECISVEEP",0,0,1,0,0
417,2022-03-07 07:26:38+00:00,1500734652365283330,"4 राज्यों में कांग्रेस की सरकार 
और UP में कांग्रेस की मदद से गठबंधन की सरकार।😊
#PunjabElections2022 
#UttarPradeshElections2022 
#UttrakhandElections2022 
#GoaElection2022 
#ManipurElections2022 https://t.co/om584u5niH",Priyanshu4INC,"Congress government in 4 states
And the coalition government with the help of Congress in UP.",0,0,1,0,0
418,2022-03-07 06:55:43+00:00,1500726873868812291,"ECI ordered re-polling at six booths across 4 assembly seats in Senapati and Ukhrul districts of Manipur on Tuesday.

#ManipurElections2022 #ElectionsWithHT 

https://t.co/Y6Qv4HC7aB",htTweets,ECI ordered re-polling at six booths across 4 assembly seats in Senapati and Ukhrul districts of Manipur on Tuesday.,0,0,1,0,0
419,2022-03-07 06:54:55+00:00,1500726673599254533,But you elected #BJP by a majority &amp; why are you complaining? Believe in democracy and obey it. #IndiansInUkraine #indianstudentsinukraine #UPElections2022 #ManipurElections2022 #PunjabElections2022 https://t.co/CflzIVjeN6,Muzafer78775094,But you elected  by a majority &amp; why are you complaining? Believe in democracy and obey it.,0,1,1,0,0
420,2022-03-07 06:39:38+00:00,1500722825342107648,#BJP has the mandate to eliminate minorities. So that's they are doing. Believe and opey democratic decisions #UPElection2022 #ManipurElections2022 #PunjabElections2022 https://t.co/NiLDjMbSSq,Muzafer78775094,has the mandate to eliminate minorities. So that they are doing. Believe and obey democratic decisions,0,0,1,0,0
421,2022-03-07 06:32:28+00:00,1500721020570796039,"ಹಿಂದೂ ತೇಜವೇ ಎದ್ದೇಳು !

ಮಣಿಪುರ ವಿಧಾನಸಭೆ ಚುನಾವಣೆಯಲ್ಲಿ ಆದ ಹಿಂಸಾಚಾರದಲ್ಲಿ ಇಬ್ಬರ ಸಾವು !

ಇಂತಹ ಘಟನೆಗಳು ಪ್ರಜಾಪ್ರಭುತ್ವಕ್ಕೆ  ಕಳಂಕ !

https://t.co/FR8X250Jx1

👉Do Join our Telegram Channel : https://t.co/SSZXTvy0IT

#ManipurElections2022 https://t.co/9JVn9y5xH2",Sanatan_Prabhat,"The Hindu Teja is up!

Death of two people in Manipur assembly elections

Such events are stigmatized by democracy!



Do JOIN OUR TELEGram Channel:",0,0,1,0,0
422,2022-03-07 06:25:46+00:00,1500719338269011976,"Are you all waiting for today's #ExitPolls? 
#ExitPoll
#UttarPradeshElections2022 #PunjabElections2022 
#UttarakhandElections2022
#Goa
#ManipurElections2022",MdAnwaareelahi,Are you all waiting for today's ?,0,0,1,0,0
423,2022-03-07 06:17:27+00:00,1500717242446934021,"Chunav 2022: मतदान करने में आगे महिलाएं, दिखा रही हमेशा दमखम, जागरुकता की बन रही जीती जागती मिसाल

#Chunav2022 #Politics #ManipurElections2022  
https://t.co/vf5NXu3f06",JagranNews,"Chunav 2022: Women ahead of voting, showing always power, awakened example of awareness",0,0,1,0,0
424,2022-03-07 05:48:13+00:00,1500709885222088714,"Translation - 
@BJP4India winning 
#UttarPradeshElections2022 
#Goaelection2022 
#ManipurElections2022 
#BJP is performing much better than expected in #PunjabElections2022 .
In short, Rana madam hopes are crashed https://t.co/oGAJnNClrE",pandurangpai40,"Translation -
@BJP4India winning



is performing much better than expected in  .
In short, Rana madam hopes are crashed",1,1,2,1,1
425,2022-03-07 05:46:53+00:00,1500709552605757441,"उत्तर प्रदेश में आज लोकतंत्र के महायज्ञ की पूर्णाहुति का दिन है। सभी मतदाताओं से  आग्रह है कि वे विधानसभा चुनाव के सातवें और आखिरी चरण के मतदान  पूरे जोश-खरोश से भाग लें और वोटिंग का नया रिकॉर्ड बनाएं।

KAMAL KA PHOOL       #ManipurElections2022 #Election2022  #UPELECTIONS2022",Sai00947437,"Today is the day of Purnahuti of Mahayagya of democracy in Uttar Pradesh.All voters are urged to participate in the seventh and last phase of the assembly elections with full enthusiasm and create a new record of voting.

Kamal ka phool",1,1,2,1,1
426,2022-03-07 05:20:20+00:00,1500702869624070148,#NoVoteToBJP #ManipurElections2022 #manipur 👎👎👎👎,ALalditsak,   ,0,0,1,0,0
427,2022-03-07 05:17:17+00:00,1500702101676068864,"आज शाम 6 बजे से देश का सबसे बड़ा EXIT POLL लगातार सिर्फ #ZeeSalaam पर  

#ZeeExitPoll | #UttarPradeshElections2022 | #PunjabElections | #GoaElections2022 | #uttarakhandElections | #ManipurElections2022 | 

For More Updates - https://t.co/6gDHAvVQEM https://t.co/K2GL20HLfv",zeesalaamtweet,"From 6 pm today, the country's largest Exit Poll continuously on only

,,,,,,

For more updates -",1,1,2,1,1
428,2022-03-07 05:17:16+00:00,1500702099436617735,"Aaj shaam 5 baje k baad se duniya main shaanti fir kayaam ho jaaegi, kyunki, Indian NEWS channels par Exit polls nikalna shuru ho jaaega..!!
#ExitPolls #UttarPradeshElections2022 #PunjabElections2022 #Goaelection2022 #ManipurElections2022 #UttarakhandElections2022",sanchita_in,"After 5 o'clock this evening, peace will be restored in the world again, because, exit polls on Indian news channels will start coming out .. !!",0,1,1,0,0
429,2022-03-07 04:48:59+00:00,1500694978498265088,"#OutlookMagazine | If the last five years witnessed a visible reduction in alleged ‘excesses’ committed by armed forces, the 2022 assembly polls recorded unprecedented pre-poll violence.

@snigspeak 

#ManipurElections2022 #AssemblyElections2022 #Elections
https://t.co/qPqQHoAF1o https://t.co/tLKHtTli7X",Outlookindia,"| If the last five years witnessed a visible reduction in alleged ‘excesses’ committed by armed forces, the 2022 assembly polls recorded unprecedented pre-poll violence.

@snigspeak",1,1,2,0,0
430,2022-03-07 04:26:47+00:00,1500689392842600453,"#UttarakhandElections2022 - Congress

#PunjabElections2022 - Congress/Hung

#UPElections2022 - SP (If MLAs are not poached by BJP)

#ManipurElections2022 - Hung Assembly

#GoaElections2022 - INC + Allies

This is my opinion...

Tell yours in the comment !

#ExitPolls #ExitPoll",Imappukuttan,"- Congress

- Congress/Hung

- SP (If MLAs are not poached by BJP)

- Hung Assembly

- INC + Allies

This is my opinion...

Tell yours in the comment !",0,0,1,0,0
431,2022-03-07 04:07:36+00:00,1500684566692249600,"BJP in manipur started camping to oppose Biren Singh as CM again which was favour by Moshah.
But the Question here is how they are so sure that BJP will form govt again? Source Manipur news.
#ManipurElections2022",Thapa4INC,"BJP in manipur started camping to oppose Biren Singh as CM again which was favour by Moshah.
But the Question here is how they are so sure that BJP will form govt again? Source Manipur news.",1,1,2,1,1
432,2022-03-07 03:52:37+00:00,1500680793517338627,"In North-east Hindutva plank does not work much but BJP is performing well there  on the basis of development being done. #himantabiswasarma has played a key role for upliftment of BJP there . 
My exit poll for #ManipurElections2022 
BJP+: 36
Congress :20
Others: 14
#ExitPoll",abhi_bhartiy,"In North-east Hindutva plank does not work much but BJP is performing well there  on the basis of development being done.  has played a key role for upliftment of BJP there . 
My exit poll for  
BJP+: 36
Congress :20
Others: 14
",1,1,2,1,1
433,2022-03-07 03:44:22+00:00,1500678720738447360,"Seems we are more concerned about the day of the MLA election than the way the election was conducted. 

#ManipurElections2022",hfm_india,Seems we are more concerned about the day of the MLA election than the way the election was conducted.,1,1,2,1,1
434,2022-03-07 03:03:56+00:00,1500668541833396227,"जौनपुर सांसद @SSYadavMP ने अपने गांव रानी पट्टी पोलिंग बूथ पर सबसे पहले किया मतदान।
#UPElection2022 #ManipurElections2022 #ElectionNewstrack https://t.co/1C54zdi1DP",newstrackmedia,Jaunpur MP @SSYADAVMP first voted at his village Rani Patti Polling Booth.,1,1,2,1,1
435,2022-03-07 03:00:20+00:00,1500667639391453189,"#ElectionOutlook | The 2017 #election was rather peaceful, with rebel groups keeping themselves off the election process, at least overtly. 

Why is #Manipur witnessing poll violence? 

#ManipurElections2022 #Election2022 

Click on link to know:
https://t.co/qPqQHoAF1o",Outlookindia,"| The 2017  was rather peaceful, with rebel groups keeping themselves off the election process, at least overtly.

Why is  witnessing poll violence?



Click on link to know:",-1,1,0,-1,-1
436,2022-03-07 02:26:27+00:00,1500659109250895872,"#Election2022 
#AssemblyElections2022 
#BJPAgain #भाजपा_मतलब_सुरक्षा 
#ManipurElections2022 
#योगी_लाएंगे_भगवाराज 
#मतदान_अवश्य_करें 👍
फिर पछताने से क्या होगा जब कौवे रोटी ले उङेगें, उठो और सर्वप्रथम मतदान करो🚩 https://t.co/CxTcEZfYgz",BharatRashtra01,"Jajpa_mamatab_Surak

Will be_
Knowledge_
Then what will happen with regret when the crows take bread, get up and vote first",1,1,2,1,1
437,2022-03-07 02:10:10+00:00,1500655013777281026,Protested storm DC office tamenglong against the booth captured in Tamei AC.  #ManipurElections2022 #ElectionCommissionOfIndia #election https://t.co/vsEiND5Nis,NehemiahZeme,Protested storm DC office tamenglong against the booth captured in Tamei AC.,0,0,1,0,-1
438,2022-03-06 18:44:36+00:00,1500542881517371392,Who did you vote for? #UPElections2022 #ManipurElections2022 #PunjabElections #GoaElections2022 #UttarPradeshElections2022 #uttarakhandelection2022 https://t.co/TYsRmAIPic,Viirnair,Who did you vote for?,0,0,1,0,0
439,2022-03-06 16:57:47+00:00,1500516000562757633,"#ATSUM Condemns Alleged #Assassination Attempt On #Leishiyo #ManipurElections2022 
https://t.co/nWoo9qQvgQ",FrontierManipur,Condemns Alleged  Attempt On,-1,0,0,0,-1
440,2022-03-06 16:53:30+00:00,1500514922651959304,"Dont cry today ok. Gather some emotions and tissues you will need it on 10th March. 
#UPVotesBJP  #GoaElections2022 #ManipurElections2022  #UttarakhandElections2022 #PunjabElections2022 https://t.co/sWncVjIJ1g",sarav_saini,Dont cry today ok. Gather some emotions and tissues you will need it on 10th March.,1,1,2,0,1
441,2022-03-06 16:14:57+00:00,1500505221310857219,#ManipurElections2022 https://t.co/wFGzVw6K3h,mwrisbud, ,0,0,1,0,0
442,2022-03-06 13:22:35+00:00,1500461843432677377,"மணிப்பூர் தேர்தல்: காங்கிரஸ் நபர் துப்பாக்கியால் சுட்டதில் பா.ஜ.க. பிரமுகர் உயிரிழப்பு! #ManipurElections2022
#BJP
https://t.co/Xyh1oIjFsY",KathirNews,Manipur Election: BJPPromotion death!,0,0,1,0,0
443,2022-03-06 12:52:57+00:00,1500454386711277570,"Exit Poll Timings:-🔥🔥
#GoaElections2022 - 5:00pm
#ManipurElections2022 - 5:30 pm
#PunjabElections2022 -6:00 pm
#uttarakhandElections - 6:30 pm
#UttarPradeshElections2022  -7:00pm.
If you want to ask any particular seat you can comment..I'll happy to answer you.
#ExitPolls https://t.co/Z19MFNU0QC",ElectionTracke7,"Exit Poll Timing:- - 5:00 pm - 5:30 pm -6:00 pm - 6:30 pm -7:00 pm.
If you want to ask any particular seat you can comment..I'll happy to answer you.",1,0,2,0,1
444,2022-03-06 12:21:24+00:00,1500446446729850881,"The demand for repoll is widespread in Manipur.

#ManipurElections2022 https://t.co/gNOBHFRKn9",th_robert,The demand for repoll is widespread in Manipur.,0,0,1,0,0
445,2022-03-06 12:03:14+00:00,1500441875479953409,#ManipurElections2022 https://t.co/besylGboMj,Biswaji63001511, ,0,0,1,0,0
446,2022-03-06 11:57:36+00:00,1500440459205771265,"Time to form 'iron government' of BSP in Uttar Pradesh: Mayawati 
#AssemblyElections2022 #BJP #UttarPradeshElections  #mayawati #Government #ManipurElections2022 #Manipur https://t.co/cYV4ct6zyP",MahanagarTimes_,Time to form 'iron government' of BSP in Uttar Pradesh: Mayawati,0,0,1,0,0
447,2022-03-06 11:44:29+00:00,1500437156736626694,"अनुमान से आगे अनुभव, देखिये सबसे सटीक और सबसे तेज़ #IndiaTodayAxisExitPoll @chitraaum के साथ 7 मार्च, शाम 5 बजे से

#ExitPoll #Elections2022 #UPElections2022 #ManipurElections2022 #Promo https://t.co/RVi4XUSPMn",aajtak,"Experience ahead of estimates, see the most accurate and fastest with @Chitraaum from March 7, 5 pm",1,1,2,1,1
448,2022-03-06 11:12:07+00:00,1500429009582452736,"My piece from #ManipurElections2022 
For @Outlookindia latest issue 

Manipur Maelstrom: Why Is The Northeast State Witnessing Poll Violence?  https://t.co/5hJwaG9YvR",snigspeak,"My piece from
For @Outlookindia latest issue

Manipur Maelstrom: Why Is The Northeast State Witnessing Poll Violence?",1,1,2,1,1
449,2022-03-06 10:30:18+00:00,1500418488950661123,"Who Will Win Manipur Assembly Election ??? 
#ManipurElections2022",NabheWalaRaman,Who Will Win Manipur Assembly Election ???,1,1,2,1,1
450,2022-03-06 10:21:17+00:00,1500416220260192260,"மணிப்பூர் தேர்தல்: வாக்குப்பதிவின் போது வன்முறை - சுட்டுக்கொல்லப்பட்ட பாஜக பிரமுகர்  https://t.co/VKkHZZK7zt 

#ManipurElections2022 | #Manipur | #BJP",BBTamil5Reviews,"Manipur election: Violence during voting - BJP leader shot dead

||",-1,0,0,0,-1
451,2022-03-06 10:03:04+00:00,1500411633772163073,"மணிப்பூர் தேர்தல்: வாக்குப்பதிவின் போது வன்முறை - சுட்டுக்கொல்லப்பட்ட பாஜக பிரமுகர்  https://t.co/TyZ0vLJ8aG 

#ManipurElections2022 | #Manipur | #BJP",PTTVOnlineNews,"Manipur election: Violence during voting - BJP leader shot dead

||",-1,0,0,0,-1
452,2022-03-06 09:26:43+00:00,1500402484698750977,"A viral picture of an EVM at Chandel Assembly Constituency. Despite having about 50% of population the only Kuki candidate withdrew his candidature.

#ManipurElections2022 https://t.co/tbJjdvVOSW",th_robert,A viral picture of an EVM at Chandel Assembly Constituency. Despite having about 50% of population the only Kuki candidate withdrew his candidature.,0,0,1,0,0
453,2022-03-06 09:05:46+00:00,1500397213406564358,2 people killed in the violence during #ManipurElections2022 https://t.co/lCMpCtDPAB,Vishal_j25,2 people killed in the violence during,-1,1,0,-1,-1
454,2022-03-06 09:03:23+00:00,1500396615793741825,"Safe Journey Sir @iPranavG 
I'm very glad to work under the guidance of you.
And hoping to work together in the future too. 
Until we meet again, take care !! 😁

#LaklaganiCongress #ManipurElections2022 https://t.co/Dj0pIchDtF",PatrickOHaokip,"Safe Journey Sir @iPranavG
I'm very glad to work under the guidance of you.
And hoping to work together in the future too.
Until we meet again, take care !!",1,1,2,1,1
455,2022-03-06 08:59:35+00:00,1500395656837480448,"The EC held that the payment of funds by the BJP-led Manipur government to the banned militant groups under “Suspension of Operation” didn’t violate the Model Code of Conduct
#ManipurElections2022 
https://t.co/dXtaLjyQ6H",NENowNews,The EC held that the payment of funds by the BJP-led Manipur government to the banned militant groups under “Suspension of Operation” didn’t violate the Model Code of Conduct,0,0,1,0,0
456,2022-03-06 07:58:42+00:00,1500380334340251653,#ElectionCommissionOfIndia seems to very blind and oblivious to what is happening in #ManipurElections2022 . Several images of tampering with EVMs performed by @BJP4India is going viral yet there's COMPLETE SILENCE from the @ECISVEEP....,Liberal_SRB,seems to very blind and oblivious to what is happening in  . Several images of tampering with EVMs performed by @BJP4India is going viral yet there's COMPLETE SILENCE from the @ECISVEEP....,-1,1,0,1,-1
457,2022-03-06 07:55:18+00:00,1500379481202397184,"How #Manipur's poll outcome will impact Northeastern electoral politics  

Read: https://t.co/ak7pFZmaNq 

#ManipurElections2022 https://t.co/fLKxu91qyB",ians_india,"How 's poll outcome will impact Northeastern electoral politics

Read:",0,1,1,0,1
458,2022-03-06 07:02:24+00:00,1500366166535012354,"In the backdrop of ongoing elections, this is probably the most important thought to ponder over.
#UPElection #ManipurElections2022 @the_indian_expr https://t.co/PvJxmVqf6V",sarsij,"In the backdrop of ongoing elections, this is probably the most important thought to ponder over.
@the_indian_expr",1,1,2,1,1
459,2022-03-06 06:19:14+00:00,1500355303711272961,"Happy to see people turning up in large numbers to cast their votes.
#BJP have full confidence of coming back to power.

Voters stand in long queues in different polling booths during the second phase of the #ManipurElections2022 
#BJPAgain 
#BJP4Manipur 

https://t.co/d6KPgWTWjm https://t.co/MRDRKQEIMK",lindanewmai,"Happy to see people turning up in large numbers to cast their votes.
have full confidence of coming back to power.

Voters stand in long queues in different polling booths during the second phase of the",1,1,2,1,1
460,2022-03-06 06:02:46+00:00,1500351160951054343,Hackers will cry seeing these extraordinary EVM found in #ManipurElections2022 https://t.co/Xp09EQ6MLg,laimacha,Hackers will cry seeing these extraordinary EVM found in,1,1,2,0,1
461,2022-03-06 05:50:13+00:00,1500348001746882560,"Political pundits observed that the outcome of the Manipur Assembly elections would be an important ramification in Meghalaya and Nagaland, the two Northeastern states along with Tripura would go to the Assembly polls early next year. #ManipurElections2022 https://t.co/rtiJyGz6Uf",DeccanHerald,"Political pundits observed that the outcome of the Manipur Assembly elections would be an important ramification in Meghalaya and Nagaland, the two Northeastern states along with Tripura would go to the Assembly polls early next year.",1,1,2,1,1
462,2022-03-06 05:47:31+00:00,1500347324421537793,#ManipurElections2022 #Voting #EVM https://t.co/BVgvtRSO1n,bg_gogi,   ,0,0,1,0,0
463,2022-03-06 05:27:41+00:00,1500342331639169028,"मणिपुर और वहां की राजनीति से दूर हो चुकी इरोम शर्मिला ने कहा- 'मैं अब राजनीति को समझ चुकी हूं... यह भ्रष्ट है'

#ManipurElections2022 #IromSharmila

https://t.co/WRH6UzsZdl",LokmatNewsHindi,"Irom Sharmila, who has been away from the politics of Manipur and there, said- 'I have now understood politics ... it is corrupt'",-1,0,0,-1,-1
464,2022-03-06 05:11:11+00:00,1500338179685371904,"The villagers of Thiulon under 52-Tamei AC demanded fresh poll in 52/62 Thiulon village and declaration of votes polled on Saturday null and void.

#ManipurElections2022

Read: https://t.co/kHrkDGdj2d",ImphalFreePress,"The villagers of Thiulon under 52-Tamei AC demanded fresh poll in 52/62 Thiulon village and declaration of votes polled on Saturday null and void.



Read:",1,1,2,0,1
465,2022-03-06 04:56:44+00:00,1500334540724006912,"After state elections in #India"" #BJP lead govt will likely to increase price of petrol and diesel by 12-17 INR per liter. This may be highest hike ever in India.
#BJPWinningUP 
#ManipurElections2022 
#PunjabElections 
#BJP_हटाओ_देश_बचायो",PunditAsia,"After state elections in ""  lead govt will likely to increase price of petrol and diesel by 12-17 INR per liter. This may be highest hike ever in India.



ाओ_देश_बचायो",0,0,1,0,1
466,2022-03-06 04:41:21+00:00,1500330669272014849,"Last phase- Manipur
#ManipurElections2022 
#AssemblyElections2022 https://t.co/Lhdf9X7EPO",imbastola,Last phase- Manipur,0,0,1,0,0
467,2022-03-06 04:34:10+00:00,1500328862013849603,"ಮಣಿಪುರ ಚುನಾವಣೆ | ಹಲವು ಭಾಗಗಳಲ್ಲಿ ಘರ್ಷಣೆ; ಅಪರಿಚಿತರ ಗುಂಡೇಟಿಗೆ ಇಬ್ಬರ ಬಲಿ 
#AssemblyElections2022 #AssemblyElections #Politics #BJP #Congress #ManipurElections2022 #ManipurElections 
https://t.co/p6g3IiPrmY",prajavani,Manipur Election |Fraud in many parts;The victim of the two of the stranger's gunfire,1,1,2,1,1
468,2022-03-06 04:27:51+00:00,1500327274436231169,"Only 4 Days to Go 
      0️⃣4️⃣
  RESULTS OF ⌛⏳ 
#UPElection2022 
#PunjabElection2022 
#GoaElections2022 
#UttarakhandElections2022 
#ManipurElections2022",RoneyMarathi,"Only 4 Days to Go

RESULTS OF",0,0,1,0,0
469,2022-03-06 03:58:28+00:00,1500319880603746312,#ElectionsWithNDTV | Provisional voter turnout stands at 84.2 per cent as voting ended for second and final phase of #ManipurElections2022 yesterday. https://t.co/RWVMbGjkny,ndtv,| Provisional voter turnout stands at 84.2 per cent as voting ended for second and final phase of  yesterday.,0,0,1,0,0
470,2022-03-06 03:48:41+00:00,1500317416433197059,"The second and last phase of 12th #Manipur legislative assembly election has concluded with 76.04% of polling.

#ManipurElections2022 
https://t.co/SD8Nfdc4l6",eOrganiser,The second and last phase of 12th  legislative assembly election has concluded with 76.04% of polling.,0,0,1,0,0
471,2022-03-06 03:46:33+00:00,1500316882070478850,"મણિપુર વિધાનસભા ચૂંટણીના બીજા અને અંતિમ તબક્કામાં ગઈકાલે યોજાયેલા મતદાનમાં 77 ટકા મતદાન નોંધાયું હતું.

#ManipurElections2022 #AssemblyElections2022 #PollsWithAIR https://t.co/ROYbr6SDcH",airnews_abad,"In the second and final phase of the Manipur Assembly elections, the polls held yesterday were 77 percent.",0,0,1,0,0
472,2022-03-06 03:19:00+00:00,1500309946554253312,"এই পর্যায়ত সামৰি লােৱা ২২ খন আসনৰ বাবে দুগৰাকী মহিলাসহ মুঠ ৯২ গৰাকী প্রার্থীয়ে প্রতিদ্বন্দ্বিতা আগবঢ়াইছে। জিলাখনত যােৱা ২৮ ফেব্ৰুৱাৰীত অনুষ্ঠিত প্রথম পর্যায়ৰ ভােটগ্রহণত ৮৯% ভােটদান হয়। অহা ১০ মার্চত ভােট গণনা কৰা হ'ব।
@CeoManipur @RajeshAgrawal94 
#ManipurElections2022",airnews_ghy,"A total of 92 candidates, including two women, are contesting for the 22 seats in this stage.The first phase of the vote was held on February 28 in the district.Votes will be counted on 10th March.
@Ceamanipur @Rjeshagrawal94",1,0,2,1,1
473,2022-03-06 03:18:50+00:00,1500309903772352514,"মণিপুৰ বিধানসভাৰ দ্বিতীয় তথা অন্তিম পর্যায়ৰ ভােটগ্রহণ কালি সম্পন্ন হয়।ৰাজ্যখনৰ মুখ্য নির্বাচনী বিষয়া @CeoManipur @RajeshAgrawal94 ই প্রকাশ কৰা মতে এই পর্যায়ত ৮৮ শতাংশতকৈও অধিক ভােটদান হয়। এই পর্যায়ত ৰাজ্যখনৰ ১০ খন জিলাৰ ২২টা সমষ্টি সামৰি লােৱা হৈছে। 
#ManipurElections2022 https://t.co/CRP8n2whFK",airnews_ghy,The second and final phase of the Manipur Assembly vote was held yesterday.The state's chief election officer @Ceomanpur @Rjeshagrawal94 said more than 88 per cent of the vote was released at this stage.This phase covers 22 constituencies in 10 districts of the state.,1,1,2,1,1
474,2022-03-06 03:16:11+00:00,1500309238291189764,"Morning Updates

#Ukraine #RussianArmy #ManipurElections2022 #Assam #NATO #Cricket #SamajwadiParty #AkhileshYadav https://t.co/ee9iqNRuDY",GoNews_India,Morning Updates,0,1,1,0,0
475,2022-03-06 03:00:06+00:00,1500305190431629314,"Please take it up with the @ECISVEEP.

#ManipurElections2022
#BJP_हटाओ_देश_बचाओ https://t.co/OU8Xjl35Wk",laly_randolf,"Please take it up with the @ECISVEEP.


ाओ_देश_बचाओ",0,0,1,0,0
476,2022-03-06 02:18:54+00:00,1500294822074384384,#ManipurElections2022 https://t.co/QCrGZqRgbx,VivekMe05128661, ,0,0,1,0,0
477,2022-03-06 02:11:28+00:00,1500292950605004801,"#ManipurElections2022    
Final voter turnout recorded 

2nd   phase Manipur -84.20%",Janmatpolls,"
Final voter turnout recorded

2nd   phase Manipur -84.20%",0,0,1,0,0
478,2022-03-06 02:03:54+00:00,1500291046324207616,"Manipur Election: ਮਣੀਪੁਰ ਚੋਣਾਂ ਦੇ ਆਖਰੀ ਪੜਾਅ 'ਚ 22 ਸੀਟਾਂ 'ਤੇ 76.62% ਵੋਟਿੰਗ, 92 ਉਮੀਦਵਾਰਾਂ ਦੀ ਕਿਸਮਤ EVM 'ਚ ਕੈਦ
https://t.co/U7pqumUod7

#ManipurElections2022",abpsanjha,"Manipur Election: 76.62% voting on 22 seats in Manipur elections, 76.62% of the 92 candidates imprisoned in EVM",0,0,1,0,0
479,2022-03-06 01:39:55+00:00,1500285013484576773,"#UPElections2022 #GoaElections2022 #PunjabElections2022 #ManipurElections2022 #uttarakhandelection2022 

Dear UP’hites, Goans, Punjabis, Manipuris, and Uttarakhandis, please pay attention.
Background check your candidates. The least you can do is not vote for a criminal. https://t.co/Fogtypukxe",BobChill15,"Dear UP’hites, Goans, Punjabis, Manipuris, and Uttarakhandis, please pay attention.
Background check your candidates. The least you can do is not vote for a criminal.",-1,1,0,-1,-1
480,2022-03-06 01:33:02+00:00,1500283279370379270,"#ManipurElections2022
I didn't cast my vote.
Why?
The candidates as well as the voters are all corrupted.
Election in Manipur is an abomination.
We aren't ready, yet.

People sold their vote for money. 
So how should I choose the right candidate?
#hopeless",Sheldon_bing1,"I didn't cast my vote.
Why?
The candidates as well as the voters are all corrupted.
Election in Manipur is an abomination.
We aren't ready, yet.

People sold their vote for money.
So how should I choose the right candidate?",1,1,2,1,1
481,2022-03-06 01:25:50+00:00,1500281467460624385,"Instead of sending such an altered EVM, @ECISVEEP should have sent a simple one button device to #Manipur
#ManipurElections2022 https://t.co/QirgwO7u1p",Serious_Comedy2,"Instead of sending such an altered EVM, @ECISVEEP should have sent a simple one button device to 
 ",0,0,1,0,0
482,2022-03-06 00:15:28+00:00,1500263760510222339,"Manipur Voting Turnout Overall

#ManipurElections2022- ( 76.84% )

Follow us @indiaWithNews for more update !",indiaWithNews,"Manipur Voting Turnout Overall

- ( 76.84% )

Follow us @indiaWithNews for more update !",1,1,2,1,1
483,2022-03-06 00:00:00+00:00,1500259866555793410,"One person was killed in an incident of poll violence that saw heated arguments among political party workers and EVMs being damaged in the second phase of #ManipurElections2022.

(Reports @ssamom1970)

https://t.co/8kElKIPIeU",htTweets,"One person was killed in an incident of poll violence that saw heated arguments among political party workers and EVMs being damaged in the second phase of .

(Reports @ssamom1970)",-1,0,0,-1,-1
484,2022-03-05 22:08:36+00:00,1500231833593675777,"Manipur Polls: 77% turnout in final phase; 2 killed in separate incidents

#ManipurElections2022 #Manipur #Voting #VoterTurnout #Polling 
https://t.co/RuHIdZ88fi",WeForNews2,"Manipur Polls: 77% turnout in final phase; 2 killed in separate incidents

     
",-1,0,0,0,-1
